level_0,recG_1,recG_10,recG_100,recG_101,recG_102,recG_103,recG_104,recG_105,recG_106,recG_107,recG_108,recG_109,recG_11,recG_110,recG_111,recG_112,recG_113,recG_114,recG_115,recG_116,recG_117,recG_118,recG_119,recG_12,recG_120,recG_121,recG_122,recG_123,recG_124,recG_125,recG_126,recG_127,recG_128,recG_129,recG_13,recG_130,recG_131,recG_132,recG_133,recG_134,recG_135,recG_136,recG_137,recG_138,recG_139,recG_14,recG_140,recG_141,recG_142,recG_143,recG_144,recG_145,recG_146,recG_147,recG_148,recG_149,recG_15,recG_150,recG_151,recG_152,recG_153,recG_154,recG_155,recG_156,recG_157,recG_158,recG_159,recG_16,recG_160,recG_161,recG_162,recG_163,recG_164,recG_165,recG_166,recG_167,recG_168,recG_169,recG_17,recG_170,recG_171,recG_172,recG_173,recG_174,recG_175,recG_176,recG_177,recG_178,recG_179,recG_18,recG_180,recG_181,recG_182,recG_183,recG_184,recG_185,recG_186,recG_187,recG_188,recG_189,recG_19,recG_190,recG_191,recG_192,recG_193,recG_194,recG_195,recG_196,recG_197,recG_198,recG_199,recG_2,recG_20,recG_200,recG_201,recG_202,recG_203,recG_204,recG_205,recG_206,recG_207,recG_208,recG_209,recG_21,recG_210,recG_211,recG_212,recG_213,recG_214,recG_215,recG_216,recG_217,recG_218,recG_219,recG_22,recG_220,recG_221,recG_222,recG_223,recG_224,recG_225,recG_226,recG_227,recG_228,recG_229,recG_23,recG_230,recG_231,recG_232,recG_233,recG_234,recG_235,recG_236,recG_237,recG_238,recG_239,recG_24,recG_240,recG_241,recG_25,recG_26,recG_27,recG_28,recG_29,recG_3,recG_30,recG_31,recG_32,recG_33,recG_34,recG_35,recG_36,recG_37,recG_38,recG_39,recG_4,recG_40,recG_41,recG_42,recG_43,recG_44,recG_45,recG_46,recG_47,recG_48,recG_49,recG_5,recG_50,recG_51,recG_52,recG_53,recG_54,recG_55,recG_56,recG_57,recG_58,recG_59,recG_6,recG_60,recG_61,recG_62,recG_63,recG_64,recG_65,recG_66,recG_67,recG_68,recG_69,recG_7,recG_70,recG_71,recG_72,recG_73,recG_74,recG_75,recG_76,recG_77,recG_78,recG_79,recG_8,recG_80,recG_81,recG_82,recG_83,recG_84,recG_85,recG_86,recG_87,recG_88,recG_89,recG_9,recG_90,recG_91,recG_92,recG_93,recG_94,recG_95,recG_96,recG_97,recG_98,recG_99
recG_190,151,151,155,153,154,155,154,154,155,153,154,152,152,152,165,165,165,155,164,164,165,159,162,150,167,166,166,166,163,164,165,164,162,161,149,165,165,163,163,153,153,152,150,150,152,150,153,168,163,165,164,167,163,154,152,162,153,150,151,151,150,152,150,161,151,156,158,152,151,152,152,153,153,150,152,153,156,150,153,168,160,151,164,164,151,165,164,167,165,151,166,168,167,167,162,151,158,100,69,73,151,0,16,17,98,156,155,156,152,150,163,154,153,163,168,165,154,84,98,73,91,99,153,153,18,1,86,10,163,169,165,164,163,151,158,151,155,154,154,155,156,152,155,153,157,158,71,151,165,150,151,164,72,74,164,150,158,151,97,160,159,151,152,151,152,152,152,151,150,164,163,166,164,166,166,153,163,165,164,152,153,152,163,163,162,162,154,152,166,150,165,164,163,155,163,164,162,152,166,155,158,156,154,159,152,156,158,157,154,164,157,161,150,154,157,164,153,166,154,153,166,154,156,153,164,159,165,164,164,150,149,151,150,151,152,158,151,150,163,149,155
recG_191,147,147,153,151,152,153,152,152,153,151,152,150,148,150,163,163,162,150,162,162,163,156,160,146,163,164,164,164,161,162,161,162,160,159,143,163,162,161,157,148,149,148,144,148,150,145,149,166,161,164,162,165,161,150,147,160,148,148,149,149,148,150,148,159,149,149,150,147,149,150,144,148,151,148,150,148,153,148,149,166,157,148,162,162,149,162,163,163,160,146,162,164,165,162,161,149,155,99,71,71,147,16,0,20,98,151,150,151,148,148,161,149,148,162,164,160,152,87,97,73,87,98,147,149,20,17,86,8,161,167,163,162,161,149,155,149,149,148,148,149,151,146,149,147,152,155,69,149,163,148,148,161,72,74,157,148,155,149,102,157,156,149,149,149,147,150,150,149,148,162,161,162,162,164,162,148,163,163,162,145,146,145,161,161,160,160,149,150,163,148,161,162,161,146,161,162,160,147,163,146,149,147,145,150,143,147,149,150,149,162,148,160,150,152,153,162,146,164,147,148,162,147,147,149,161,155,163,162,162,148,144,147,148,149,145,154,149,148,161,147,153
recG_192,154,154,156,154,155,156,155,155,156,154,155,154,155,154,168,168,168,157,167,167,168,162,165,153,170,169,169,169,166,167,168,167,165,164,150,168,167,166,165,155,156,155,151,152,154,152,153,171,166,169,167,170,166,154,154,165,155,152,153,153,152,154,152,164,153,158,159,154,153,154,151,155,155,152,154,155,158,152,156,171,163,152,167,167,153,167,168,170,168,153,168,171,170,170,166,153,161,103,71,75,154,17,20,0,101,158,157,158,155,152,164,156,155,166,171,168,155,85,101,74,95,102,157,156,21,18,85,14,166,172,168,167,166,153,161,153,159,160,160,159,158,156,159,157,159,161,71,153,168,152,153,167,74,76,166,152,161,153,101,163,162,153,153,153,154,154,154,153,152,167,166,169,167,169,169,155,166,168,167,151,152,151,166,166,165,165,156,154,168,152,168,167,166,154,166,167,165,154,168,154,157,155,153,158,151,155,157,158,156,167,156,164,151,155,159,167,152,169,153,155,169,153,155,156,167,161,168,167,167,152,150,154,152,153,151,160,153,152,166,151,156
recG_193,157,158,166,165,164,165,165,161,160,158,159,159,158,159,168,168,166,160,170,170,168,162,168,156,166,168,167,169,165,168,166,171,168,166,159,171,168,169,168,151,159,158,159,157,159,158,160,170,168,169,167,168,170,161,159,169,159,159,158,160,159,157,157,168,162,158,160,158,158,158,153,155,160,157,159,159,160,157,159,171,163,158,168,168,158,171,166,164,166,158,169,167,168,168,168,158,160,67,87,89,157,98,98,101,0,158,158,157,158,157,168,160,160,168,167,166,166,100,67,84,109,66,160,159,96,99,104,97,170,171,168,166,167,157,160,158,161,162,162,160,161,158,160,159,162,160,102,159,171,158,159,165,91,90,161,157,160,158,110,161,160,158,159,158,159,159,159,158,157,166,167,167,168,170,165,159,167,166,168,160,160,159,169,167,169,168,159,159,171,157,166,167,167,157,169,171,170,158,171,156,157,155,155,158,153,155,157,157,159,170,157,167,163,166,159,167,160,169,159,159,165,159,160,159,165,162,166,168,165,157,158,159,157,158,160,160,158,157,166,156,167
recG_194,54,54,54,51,54,55,53,52,53,53,52,50,53,50,47,49,51,56,49,49,48,46,49,55,46,48,48,49,48,47,47,48,45,54,54,48,48,46,61,51,54,55,54,48,48,55,46,48,47,49,48,49,49,45,58,49,54,47,48,48,46,48,49,51,54,62,57,55,53,53,41,4,49,48,51,55,61,49,54,52,47,48,49,47,50,47,47,47,47,55,46,47,49,47,53,48,46,154,152,151,53,156,151,158,158,0,2,1,55,50,54,57,56,48,47,46,55,152,152,148,152,153,44,55,152,156,155,153,52,50,47,47,48,48,46,51,46,48,47,47,46,44,46,44,46,45,151,48,48,49,50,49,148,152,61,48,47,48,153,47,47,47,49,49,55,48,49,48,49,49,48,47,48,49,46,55,47,49,47,45,45,44,48,46,45,48,55,50,52,48,46,46,45,50,46,46,47,54,53,46,52,49,46,53,46,52,54,54,54,49,52,47,55,54,51,48,45,48,44,56,48,44,45,53,50,47,48,49,49,48,55,56,46,50,46,52,48,49,49,47,54
recG_195,54,54,54,51,54,55,53,52,53,53,52,50,53,50,48,50,52,56,50,50,49,46,50,55,47,49,49,50,49,48,48,49,46,55,54,49,49,47,61,51,54,55,54,48,48,55,46,49,48,50,49,50,50,45,58,50,54,47,48,48,46,48,49,52,54,62,57,55,53,53,41,6,49,48,51,55,61,49,54,53,47,48,50,48,50,48,48,48,48,55,47,48,50,48,54,48,46,154,151,151,53,155,150,157,158,2,0,3,55,50,55,57,56,49,48,47,55,152,152,148,151,153,44,55,151,155,155,152,53,51,48,48,49,48,46,51,46,48,47,47,46,44,46,44,46,45,151,48,49,49,50,50,147,152,61,48,47,48,153,47,47,47,49,49,55,48,49,48,49,50,49,48,49,50,47,55,48,50,48,45,45,44,49,47,46,49,55,50,53,48,47,47,46,50,47,47,48,54,54,46,52,49,46,53,46,52,54,54,54,50,52,48,55,54,53,49,45,49,44,56,49,44,46,53,51,47,49,50,50,48,55,56,46,50,46,54,48,49,50,47,54
recG_196,53,53,53,50,53,54,52,51,52,52,51,49,52,49,46,48,50,55,48,48,47,45,48,54,45,47,47,48,47,46,46,47,44,53,53,47,47,45,60,50,53,54,53,47,47,54,45,47,46,48,47,48,48,44,57,48,53,46,47,47,45,47,48,50,53,61,56,54,52,52,40,3,48,47,50,54,60,48,53,51,46,47,48,46,49,46,46,46,46,54,45,46,48,46,52,47,45,153,153,151,52,156,151,158,157,1,3,0,54,49,53,56,55,47,46,45,54,152,151,147,151,152,43,54,152,156,155,153,51,49,46,46,47,47,45,50,45,47,46,46,45,43,45,43,45,44,151,47,47,48,49,48,147,152,60,47,46,47,152,46,46,46,48,48,54,47,48,47,48,48,47,46,47,48,45,54,46,48,46,44,44,43,47,45,44,47,54,49,51,47,45,45,44,49,45,45,46,53,52,45,51,48,45,52,45,51,53,53,53,48,51,46,54,53,50,47,44,47,43,55,47,43,44,52,49,46,47,48,48,47,54,55,45,49,45,51,47,48,48,46,53
recG_197,1,3,54,51,52,53,53,52,51,51,50,52,4,52,57,59,60,7,59,59,58,51,59,2,54,59,56,59,58,58,57,60,57,64,13,58,58,56,58,64,5,2,12,52,52,9,52,61,55,62,56,57,59,53,59,59,5,50,52,51,50,52,53,60,51,50,50,2,51,52,43,57,53,52,51,5,38,51,5,58,50,52,59,58,54,58,57,55,54,3,58,55,57,57,62,51,50,151,155,141,3,152,148,155,158,55,55,54,0,52,64,2,5,58,55,55,52,152,149,139,151,150,40,3,149,152,162,152,63,60,57,57,59,52,50,51,39,40,40,40,40,39,39,35,39,49,148,52,57,51,51,58,143,145,49,50,51,50,155,50,51,51,53,51,4,52,53,52,53,59,61,57,58,59,54,3,59,59,58,56,54,53,58,57,56,57,6,52,60,50,56,56,56,55,56,57,59,4,59,55,55,52,53,56,55,55,57,57,4,59,56,56,54,52,51,58,55,58,55,1,56,53,54,6,59,52,58,59,59,52,13,1,52,50,57,52,52,51,59,51,53
recG_198,51,49,51,49,52,53,50,50,51,51,50,6,49,6,41,43,47,50,43,43,42,45,43,52,44,42,42,43,44,42,43,44,43,48,48,44,42,42,46,54,49,52,47,4,4,47,45,44,41,44,42,43,45,46,56,43,48,5,2,6,4,4,1,46,51,51,49,50,54,55,48,50,5,6,7,50,57,7,50,46,46,4,43,43,2,43,41,45,43,49,42,45,43,43,48,4,47,144,147,143,50,150,148,152,157,50,50,49,52,0,48,52,49,42,45,42,52,145,144,142,150,143,41,51,142,150,151,151,48,46,41,41,43,6,44,7,37,40,39,41,39,39,41,37,41,43,144,4,44,5,8,45,142,145,52,6,45,4,154,46,45,3,5,5,48,4,5,4,7,45,47,43,41,43,44,49,41,43,42,47,45,44,42,42,43,42,49,6,46,4,42,40,42,52,42,44,44,49,45,48,54,51,48,55,48,54,56,54,49,43,54,41,55,52,46,42,46,42,46,51,44,44,48,49,46,46,42,42,43,4,48,53,4,6,48,47,4,5,43,5,52
recG_199,63,62,59,59,60,61,59,58,59,57,58,49,62,49,9,11,16,65,11,11,10,43,9,64,12,14,10,11,12,10,11,12,11,4,65,12,10,14,60,56,61,63,64,46,48,65,46,17,9,15,10,11,13,47,64,11,63,49,48,50,48,47,47,14,59,57,55,64,57,58,50,56,49,49,50,65,61,50,63,14,44,48,11,11,46,13,8,13,14,64,10,13,11,13,15,48,43,156,161,152,63,163,161,164,168,54,55,53,64,48,0,64,62,12,13,13,59,159,156,151,157,155,52,61,158,163,166,163,14,14,10,9,11,47,38,50,47,49,49,51,50,51,51,49,51,37,154,48,13,48,48,14,150,155,62,47,39,48,173,44,39,47,49,48,63,48,49,48,50,13,15,11,10,11,12,63,11,12,10,47,45,46,10,12,11,11,64,49,12,47,10,8,10,52,10,12,12,64,13,52,56,55,52,57,52,56,58,54,63,11,58,12,61,60,49,10,46,10,44,65,12,44,50,62,15,44,11,10,12,48,65,65,48,49,48,50,48,48,11,48,60
recG_2,3,5,56,53,54,55,55,54,53,53,52,52,6,52,57,59,60,7,59,59,58,51,59,4,54,59,56,59,58,58,57,60,57,64,13,58,58,56,58,66,7,4,12,52,52,9,53,61,55,62,56,57,59,54,61,59,5,50,52,51,50,52,53,60,51,50,50,2,53,54,41,59,53,52,51,5,36,51,7,58,50,52,59,58,54,56,57,55,54,3,58,55,57,57,62,51,50,152,156,143,5,154,149,156,160,57,57,56,2,52,64,0,3,58,55,55,54,153,150,141,151,151,40,3,150,154,162,153,63,60,57,57,59,52,50,51,39,40,40,40,40,39,39,35,39,49,149,52,57,51,51,58,144,147,49,50,51,50,157,50,51,51,53,51,4,52,53,52,53,59,61,57,58,59,54,3,59,59,58,55,53,52,58,57,56,57,6,52,60,50,56,56,56,53,56,57,59,4,59,55,53,52,53,54,55,53,55,55,4,59,54,56,56,54,53,58,54,58,54,1,56,52,53,8,59,52,58,59,59,52,13,3,52,50,56,54,52,51,59,51,55
recG_20,4,2,55,52,53,54,54,53,52,52,51,49,3,49,55,57,58,4,57,57,56,51,57,5,52,56,54,57,56,56,55,58,55,62,10,56,56,54,56,64,4,5,9,49,49,6,50,58,53,60,54,55,57,51,59,57,2,47,49,48,47,49,50,58,50,49,49,3,52,53,39,58,50,49,48,4,36,48,4,56,50,49,57,56,51,54,55,53,52,2,56,53,55,55,60,48,50,152,156,143,4,153,148,155,160,56,56,55,5,49,62,3,0,56,53,53,53,153,150,141,152,151,38,2,149,153,162,152,60,58,55,55,57,49,50,48,37,38,38,38,38,37,37,33,37,49,148,49,55,48,48,56,144,147,49,47,51,47,158,50,51,48,50,48,1,49,50,49,50,57,59,55,56,57,52,2,57,57,56,53,51,50,56,55,55,55,3,49,58,47,54,54,54,51,54,55,57,3,57,53,51,50,51,52,53,51,53,53,3,57,52,54,55,53,51,56,52,56,52,4,54,50,51,5,57,52,56,57,57,49,10,6,49,47,54,52,49,48,57,48,54
recG_200,57,56,54,51,52,53,53,50,51,51,50,43,56,43,5,7,12,59,7,7,6,40,7,58,8,10,6,7,8,6,7,8,5,12,59,6,6,6,54,58,55,58,58,42,42,59,42,13,5,12,6,7,7,43,64,7,57,41,42,42,40,41,41,10,53,52,49,58,53,54,44,50,43,43,44,59,57,44,57,10,41,42,7,7,40,7,5,9,10,58,6,9,7,9,12,42,42,155,159,154,57,163,162,166,168,48,49,47,58,42,12,58,56,0,9,9,51,159,153,153,156,154,46,55,158,163,164,164,12,10,6,5,7,41,35,44,41,43,43,45,44,45,45,43,45,34,155,42,7,42,42,10,149,157,57,41,36,42,170,41,36,41,43,42,57,42,43,42,44,9,9,7,6,7,8,57,7,8,6,43,41,42,6,8,5,7,58,43,10,41,6,4,6,48,4,6,8,58,11,48,52,51,48,53,48,52,54,51,57,7,54,4,53,52,46,6,42,6,40,59,8,40,44,56,11,41,7,7,8,42,59,59,42,43,44,47,42,42,7,42,52
recG_201,54,53,55,52,53,54,54,51,50,50,49,46,53,46,6,8,9,56,8,8,7,37,8,55,1,11,5,8,9,5,6,9,8,13,56,9,7,11,57,54,52,55,55,45,45,56,39,14,6,13,7,6,10,40,61,8,54,46,45,47,45,44,44,11,52,53,50,55,54,55,41,49,46,46,47,56,56,47,54,11,38,45,8,8,43,8,6,4,7,55,7,2,4,4,13,45,37,155,164,157,54,168,164,171,167,47,48,46,55,45,13,55,53,9,0,6,52,158,155,155,158,154,45,52,163,168,169,168,13,9,7,6,8,44,32,47,40,44,44,44,45,46,44,44,44,31,156,45,8,45,45,7,153,160,56,44,33,45,172,36,33,44,46,45,54,45,46,45,47,10,12,4,7,6,3,54,8,9,7,46,44,45,7,9,8,8,55,46,9,44,5,5,7,47,7,7,9,55,10,47,51,50,47,52,47,51,53,50,54,8,53,9,54,53,44,7,45,7,43,56,5,43,43,53,8,38,8,8,9,45,56,56,45,46,47,45,45,45,8,45,53
recG_202,54,53,55,52,53,54,54,51,52,52,51,42,53,42,6,8,5,56,8,8,7,40,8,55,5,11,7,8,7,7,4,9,8,13,56,9,7,11,53,52,52,55,55,42,42,56,41,14,6,15,7,8,10,42,59,8,54,43,42,44,42,41,41,9,54,51,48,55,52,53,41,48,43,42,43,56,59,43,54,11,41,42,8,8,40,10,6,8,1,55,7,6,6,2,11,42,42,154,160,153,54,165,160,168,166,46,47,45,55,42,13,55,53,9,6,0,52,155,154,152,154,153,42,52,160,165,167,165,13,9,7,6,8,40,35,41,39,41,41,43,44,43,43,41,45,34,153,42,10,41,41,3,151,156,54,40,36,42,169,41,36,41,43,41,54,42,43,42,43,8,12,2,7,6,7,54,8,7,7,44,42,43,7,9,8,6,55,42,11,40,3,5,7,44,7,9,9,55,12,44,48,47,44,49,44,48,50,47,54,8,50,7,51,53,44,7,43,7,41,56,5,41,43,53,4,41,8,8,9,42,56,56,42,42,45,45,42,41,8,41,53
recG_203,51,51,7,4,3,2,6,18,19,19,18,51,51,51,52,54,57,54,54,54,53,56,54,52,51,55,53,54,53,53,52,55,52,59,54,51,53,51,48,65,52,52,53,50,48,52,53,57,52,57,53,54,52,54,56,54,52,49,50,50,48,50,51,57,25,45,46,52,16,17,54,57,51,51,52,53,59,52,52,55,55,50,54,52,52,54,52,52,53,52,53,52,54,52,59,50,58,155,154,146,51,154,152,155,166,55,55,54,52,52,59,54,53,51,52,52,0,150,153,144,153,154,40,52,151,154,154,156,59,55,52,52,54,49,54,52,39,41,41,41,41,40,40,38,40,53,156,50,54,50,52,55,143,147,52,49,55,50,160,57,55,49,51,50,52,50,49,48,52,54,54,52,51,54,51,52,54,54,53,55,53,52,53,51,50,54,53,51,57,49,51,51,52,59,51,53,55,52,58,56,59,56,57,60,55,59,61,62,52,54,58,51,9,1,50,53,54,53,54,53,53,52,53,51,56,57,53,52,54,50,54,51,50,51,56,50,48,50,54,50,3
recG_204,151,152,152,150,151,151,151,149,150,148,149,143,152,145,157,157,156,154,158,158,157,155,156,152,157,159,158,158,157,157,157,158,156,157,152,158,157,157,154,147,153,152,152,143,145,151,144,161,157,158,156,159,157,146,149,157,152,145,144,146,145,143,145,156,150,152,157,151,145,146,148,149,146,143,145,152,151,145,153,160,156,144,156,157,146,158,155,159,156,151,158,158,157,157,156,144,155,94,68,77,151,84,87,85,100,152,152,152,152,145,159,153,153,159,158,155,150,0,94,74,96,93,152,153,86,85,53,84,158,157,157,156,158,144,153,144,154,156,156,154,154,151,153,151,155,153,90,143,159,142,144,155,74,74,160,143,153,144,107,156,154,144,145,144,152,145,145,144,142,158,159,156,156,156,158,152,156,157,157,149,148,147,157,156,156,156,153,145,161,143,157,156,156,152,157,159,158,151,161,153,156,153,154,156,152,154,155,154,152,158,152,157,149,150,151,156,149,158,149,152,158,147,152,153,155,155,155,157,156,144,152,151,143,144,149,152,144,142,157,142,152
recG_205,148,149,155,152,153,154,154,148,147,147,146,145,150,145,154,154,156,152,156,156,154,156,154,149,154,156,152,154,152,153,154,156,152,154,150,155,154,153,160,149,151,149,151,144,146,149,152,158,152,155,153,153,153,155,151,156,150,144,145,144,144,144,144,153,147,150,154,148,145,146,141,149,146,143,145,150,147,143,151,157,157,146,154,156,145,155,152,151,154,148,155,154,154,156,153,145,154,2,79,83,149,98,97,101,67,152,152,151,149,144,156,150,150,153,155,154,153,94,0,81,105,3,147,150,94,99,106,97,158,159,154,153,152,145,153,144,150,151,151,149,150,147,149,148,151,153,97,145,155,144,145,154,75,86,157,143,153,145,102,155,154,145,146,144,149,145,144,144,143,153,150,155,153,156,152,149,153,152,153,144,145,144,155,155,152,154,151,145,157,144,154,153,152,149,153,155,155,149,157,147,150,148,149,151,146,148,150,151,150,156,147,151,149,153,150,153,145,155,144,149,152,144,146,151,155,157,152,153,151,144,151,150,144,144,145,151,145,144,152,143,155
recG_206,138,139,145,143,144,145,145,143,144,142,143,142,140,142,153,153,153,143,154,154,153,153,152,137,154,154,154,154,151,153,153,154,152,151,143,155,153,153,154,137,141,138,143,140,142,141,141,156,151,154,152,155,153,144,140,154,141,142,141,143,142,140,142,151,143,140,147,139,138,139,136,145,142,140,142,141,145,140,141,152,154,141,154,152,143,154,151,152,152,139,153,155,155,154,151,141,152,81,59,12,139,73,73,74,84,148,148,147,139,142,151,141,141,153,155,152,144,74,81,0,70,80,148,140,75,74,73,74,155,152,153,152,152,141,150,141,148,150,150,148,148,145,147,146,148,149,79,141,155,140,141,152,57,11,150,140,150,141,90,154,151,141,142,141,140,142,142,141,140,152,153,154,152,153,153,140,152,153,153,141,141,140,153,151,152,152,142,142,157,140,153,152,152,142,153,154,153,140,157,142,145,143,141,146,139,143,145,144,141,154,144,151,142,144,148,152,141,154,142,140,154,140,145,141,152,153,151,152,152,140,143,138,140,141,141,149,141,140,151,139,145
recG_207,150,152,155,151,153,153,154,152,153,151,152,150,151,150,156,156,156,152,158,158,157,151,156,149,157,159,158,158,155,157,155,158,154,155,150,156,158,155,152,152,150,151,150,148,150,148,151,161,155,154,156,159,155,154,154,158,150,148,149,149,148,149,150,155,149,146,149,149,151,152,147,149,151,148,150,150,151,148,152,160,152,149,158,159,150,156,155,155,154,150,156,158,159,156,155,149,151,107,77,66,150,91,87,95,109,152,151,151,151,150,157,151,152,156,158,154,153,96,105,70,0,106,154,152,85,92,88,92,156,158,156,156,157,149,150,149,154,156,156,155,155,151,154,152,156,150,90,149,155,148,149,155,67,69,155,148,150,149,112,152,151,149,150,149,151,150,150,149,148,156,157,156,156,157,156,150,156,156,156,151,151,150,157,158,154,156,151,150,159,148,155,156,156,151,155,157,158,149,159,150,154,152,150,155,148,152,154,148,149,158,152,153,153,152,152,155,151,157,150,150,156,152,153,152,155,151,154,156,155,148,150,150,148,149,151,153,149,148,154,147,153
recG_208,149,150,156,153,154,155,155,149,148,148,147,144,151,144,153,153,155,153,155,155,153,157,153,150,153,155,151,153,151,152,153,155,153,153,151,156,153,154,161,148,152,150,152,143,145,150,151,157,151,156,152,152,154,154,150,155,151,145,144,145,145,143,143,152,148,151,155,149,146,147,142,150,145,142,144,151,148,142,152,156,158,145,153,155,144,156,151,150,153,149,154,153,153,155,152,144,155,1,80,82,150,99,98,102,66,153,153,152,150,143,155,151,151,154,154,153,154,93,3,80,106,0,148,151,95,100,107,98,157,158,153,152,151,144,154,143,151,152,152,150,151,148,150,149,152,154,96,144,156,143,144,153,76,85,156,142,154,144,101,156,155,144,145,143,150,144,143,143,142,152,151,154,152,155,151,150,152,151,152,145,146,145,154,154,153,153,152,144,156,143,153,152,151,150,154,156,154,150,156,148,151,149,150,152,147,149,151,152,151,155,148,152,150,154,151,152,146,154,145,150,151,145,147,152,154,158,151,152,150,143,152,151,143,143,146,152,144,143,151,142,156
recG_209,39,38,43,38,39,40,42,41,42,42,41,43,37,43,45,47,47,38,47,47,46,39,47,40,44,48,46,47,42,44,43,48,45,52,32,46,46,44,35,53,38,40,33,41,41,36,43,50,45,50,46,47,47,44,52,47,36,40,41,41,39,41,42,47,33,39,35,38,37,38,39,46,41,43,44,38,42,42,38,48,38,41,47,47,43,45,45,45,43,38,46,45,47,43,49,41,41,149,151,150,38,153,147,157,160,44,44,43,40,41,52,40,38,46,45,42,40,152,147,148,154,148,0,39,149,153,158,152,52,48,45,45,45,41,38,42,13,13,12,14,16,13,13,9,15,39,150,41,47,42,42,45,141,150,39,41,39,41,160,40,39,40,42,42,37,41,40,39,44,43,45,43,45,47,44,37,47,45,44,40,41,40,46,46,45,46,37,43,50,41,42,44,42,42,44,46,46,37,49,38,40,37,40,41,40,40,42,43,36,47,40,45,40,39,42,46,41,46,42,39,44,40,41,37,46,40,46,46,47,41,34,41,41,43,41,43,41,42,47,42,39
recG_21,2,2,54,51,52,53,53,52,51,51,50,51,3,51,54,56,57,6,56,56,55,52,56,3,51,56,53,56,55,55,54,57,54,61,12,55,55,53,58,63,4,3,11,51,51,8,51,58,52,59,53,54,56,52,58,56,4,49,51,50,49,51,52,57,51,50,50,3,51,52,40,57,52,51,50,6,37,50,4,55,51,51,56,55,53,55,54,52,51,4,55,52,54,54,59,50,51,152,156,142,4,153,149,156,159,55,55,54,3,51,61,3,2,55,52,52,52,153,150,140,152,151,39,0,150,153,163,153,60,57,54,54,56,51,51,50,38,39,39,39,39,38,38,34,38,50,149,51,54,50,50,55,144,146,49,49,52,49,158,51,52,50,52,50,3,51,52,51,52,56,58,54,55,56,51,2,56,56,55,53,51,50,55,54,54,54,5,51,57,49,53,53,53,52,53,54,56,5,56,54,52,51,52,53,54,52,54,54,3,56,53,53,54,52,50,55,52,55,52,4,53,50,51,5,56,53,55,56,56,51,12,4,51,49,54,51,51,50,56,50,53
recG_210,148,148,152,150,151,152,151,151,152,150,151,144,149,144,160,160,160,151,159,159,160,156,157,147,162,162,161,161,158,159,160,159,157,156,146,160,159,158,161,149,150,149,147,142,144,148,151,164,158,161,159,162,158,152,145,157,149,142,143,143,142,144,142,156,149,152,153,148,151,152,144,149,145,142,144,149,152,142,150,163,157,142,159,160,143,160,160,162,160,147,161,163,162,162,158,143,156,96,69,73,148,18,20,21,96,152,151,152,149,142,158,150,149,158,163,160,151,86,94,75,85,95,149,150,0,19,87,16,159,164,160,159,158,143,155,143,151,149,150,151,152,148,151,149,153,155,71,143,160,142,143,159,73,74,160,144,155,143,98,157,156,143,143,143,148,144,144,143,142,159,158,161,159,161,161,149,158,160,159,145,146,145,158,159,157,157,150,144,160,142,160,159,158,146,158,160,158,148,160,146,149,147,145,150,143,147,149,150,150,159,148,156,147,151,153,159,146,161,147,149,161,147,149,150,159,155,160,159,159,142,146,148,142,143,145,154,143,142,158,141,152
recG_211,151,151,155,153,154,155,154,154,155,153,154,152,152,152,165,165,165,155,164,164,165,159,162,150,167,166,166,166,163,164,165,164,162,161,149,165,165,163,163,153,153,152,150,150,152,150,153,168,163,165,164,167,163,154,152,162,153,150,151,151,150,152,150,161,151,156,158,152,151,152,152,153,153,150,152,153,156,150,153,168,160,151,164,164,151,165,164,167,165,151,166,168,167,167,162,151,158,101,70,74,151,1,17,18,99,156,155,156,152,150,163,154,153,163,168,165,154,85,99,74,92,100,153,153,19,0,87,11,163,169,165,164,163,151,158,151,155,154,154,155,156,152,155,153,157,158,72,151,165,150,151,164,73,75,164,150,158,151,98,160,159,151,152,151,152,152,152,151,150,164,163,166,164,166,166,153,163,165,164,152,153,152,163,163,162,162,154,152,166,150,165,164,163,155,163,164,162,152,166,155,158,156,154,159,152,156,158,157,154,164,157,161,150,154,157,164,153,166,154,153,166,154,156,153,164,159,165,164,164,150,149,151,150,151,152,158,151,150,163,149,155
recG_212,161,162,156,150,153,154,155,151,152,150,151,150,161,152,166,166,168,162,167,167,166,161,165,162,168,164,167,166,164,166,166,167,163,164,159,166,166,164,157,150,162,162,159,149,151,157,152,166,164,163,165,168,164,155,155,167,160,149,150,150,149,149,151,164,157,155,160,160,150,151,154,154,152,150,152,160,155,150,162,169,162,150,167,162,152,163,164,168,167,160,167,169,168,167,164,150,159,108,69,75,160,86,86,85,104,155,155,155,162,151,166,162,162,164,169,167,154,53,106,73,88,107,158,163,87,87,0,87,167,165,166,165,167,151,159,151,157,159,159,157,160,156,156,158,161,159,89,150,166,150,151,167,71,75,165,150,159,150,101,162,159,150,151,151,161,151,151,150,149,165,164,167,164,166,167,161,165,165,166,154,154,155,166,163,163,167,161,152,170,150,166,165,165,155,164,164,165,159,170,153,158,156,153,159,151,156,158,157,160,167,157,164,153,153,154,165,154,167,155,161,167,153,158,162,167,161,164,164,164,149,159,161,149,151,154,155,150,149,166,149,155
